Time, Body Count
0.0000039800,10125 
0.0000039900,10124 
0.0000040000,10124 
0.0000040100,10124 
0.0000040200,10124 
0.0000040300,10124 
0.0000040400,10124 
0.0000040500,10124 
0.0000040600,10124 
0.0000040700,10124 
0.0000040800,10124 
0.0000040900,10124 
0.0000041000,10124 
0.0000041100,10124 
0.0000041200,10124 
0.0000041300,10124 
0.0000041400,10124 
0.0000041500,10124 
0.0000041600,10124 
0.0000041700,10124 
0.0000041800,10124 
0.0000041900,10124 
0.0000042000,10124 
0.0000042100,10124 
0.0000042200,10124 
0.0000042300,10124 
0.0000042400,10124 
0.0000042500,10124 
0.0000042600,10124 
0.0000042700,10124 
0.0000042800,10124 
0.0000042900,10124 
0.0000043000,10124 
0.0000043100,10124 
0.0000043200,10124 
0.0000043300,10124 
0.0000043400,10123 
0.0000043500,10123 
0.0000043600,10123 
0.0000043700,10123 
0.0000043800,10123 
0.0000043900,10123 
0.0000044000,10123 
0.0000044100,10123 
0.0000044200,10123 
0.0000044300,10123 
0.0000044400,10123 
0.0000044500,10123 
0.0000044600,10123 
0.0000044700,10123 
0.0000044800,10123 
0.0000044900,10123 
0.0000045000,10123 
0.0000045100,10123 
0.0000045200,10123 
0.0000045300,10123 
0.0000045400,10123 
0.0000045500,10123 
0.0000045600,10123 
0.0000045700,10123 
0.0000045800,10123 
0.0000045900,10123 
0.0000046000,10123 
0.0000046100,10123 
0.0000046200,10123 
0.0000046300,10123 
0.0000046400,10122 
0.0000046500,10122 
0.0000046600,10122 
0.0000046700,10121 
0.0000046800,10121 
0.0000046900,10121 
0.0000047000,10121 
0.0000047100,10121 
0.0000047200,10121 
0.0000047300,10121 
0.0000047400,10121 
0.0000047500,10121 
0.0000047600,10121 
0.0000047700,10121 
0.0000047800,10121 
0.0000047900,10121 
0.0000048000,10121 
0.0000048100,10121 
0.0000048200,10121 
0.0000048300,10121 
0.0000048400,10121 
0.0000048500,10121 
0.0000048600,10121 
0.0000048700,10121 
0.0000048800,10121 
0.0000048900,10121 
0.0000049000,10121 
0.0000049100,10121 
0.0000049200,10121 
0.0000049300,10121 
0.0000049400,10121 
0.0000049500,10121 
0.0000049600,10121 
0.0000049700,10121 
0.0000049800,10121 
0.0000049900,10121 
0.0000050000,10121 
0.0000050100,10121 
0.0000050200,10121 
0.0000050300,10121 
0.0000050400,10121 
0.0000050500,10121 
0.0000050600,10121 
0.0000050700,10121 
0.0000050800,10121 
0.0000050900,10121 
0.0000051000,10121 
0.0000051100,10121 
0.0000051200,10121 
0.0000051300,10121 
0.0000051400,10121 
0.0000051500,10121 
0.0000051600,10121 
0.0000051700,10121 
0.0000051800,10121 
0.0000051900,10121 
0.0000052000,10121 
0.0000052100,10121 
0.0000052200,10121 
0.0000052300,10121 
0.0000052400,10121 
0.0000052500,10121 
0.0000052600,10121 
0.0000052700,10121 
0.0000052800,10121 
0.0000052900,10121 
0.0000053000,10121 
0.0000053100,10121 
0.0000053200,10121 
0.0000053300,10121 
0.0000053400,10121 
0.0000053500,10121 
0.0000053600,10121 
0.0000053700,10121 
0.0000053800,10121 
0.0000053900,10121 
0.0000054000,10121 
0.0000054100,10121 
0.0000054200,10121 
0.0000054300,10121 
0.0000054400,10121 
0.0000054500,10121 
0.0000054600,10121 
0.0000054700,10121 
0.0000054800,10121 
0.0000054900,10121 
0.0000055000,10121 
0.0000055100,10121 
0.0000055200,10121 
0.0000055300,10121 
0.0000055400,10121 
0.0000055500,10121 
0.0000055600,10121 
0.0000055700,10121 
0.0000055800,10121 
0.0000055900,10121 
0.0000056000,10121 
0.0000056100,10121 
0.0000056200,10121 
0.0000056300,10121 
0.0000056400,10121 
0.0000056500,10121 
0.0000056600,10121 
0.0000056700,10121 
0.0000056800,10121 
0.0000056900,10121 
0.0000057000,10121 
0.0000057100,10121 
0.0000057200,10121 
0.0000057300,10121 
0.0000057400,10121 
0.0000057500,10121 
0.0000057600,10121 
0.0000057700,10121 
0.0000057800,10121 
0.0000057900,10121 
0.0000058000,10121 
0.0000058100,10121 
0.0000058200,10121 
0.0000058300,10121 
0.0000058400,10121 
0.0000058500,10121 
0.0000058600,10121 
0.0000058700,10121 
0.0000058800,10121 
0.0000058900,10121 
0.0000059000,10121 
0.0000059100,10121 
0.0000059200,10121 
0.0000059300,10121 
0.0000059400,10121 
0.0000059500,10120 
0.0000059600,10120 
0.0000059700,10120 
0.0000059800,10120 
0.0000059900,10120 
0.0000060000,10120 
0.0000060100,10120 
0.0000060200,10120 
0.0000060300,10120 
0.0000060400,10120 
0.0000060500,10120 
0.0000060600,10120 
0.0000060700,10120 
0.0000060800,10120 
0.0000060900,10120 
0.0000061000,10120 
0.0000061100,10120 
0.0000061200,10120 
0.0000061300,10120 
0.0000061400,10120 
0.0000061500,10120 
0.0000061600,10120 
0.0000061700,10120 
0.0000061800,10120 
0.0000061900,10120 
0.0000062000,10120 
0.0000062100,10120 
0.0000062200,10120 
0.0000062300,10120 
0.0000062400,10120 
0.0000062500,10120 
0.0000062600,10120 
0.0000062700,10120 
0.0000062800,10120 
0.0000062900,10120 
0.0000063000,10120 
0.0000063100,10120 
0.0000063200,10120 
0.0000063300,10120 
0.0000063400,10120 
0.0000063500,10120 
0.0000063600,10120 
0.0000063700,10120 
0.0000063800,10120 
0.0000063900,10120 
0.0000064000,10120 
0.0000064100,10120 
0.0000064200,10120 
0.0000064300,10120 
0.0000064400,10120 
0.0000064500,10120 
0.0000064600,10120 
0.0000064700,10120 
0.0000064800,10120 
0.0000064900,10120 
0.0000065000,10120 
0.0000065100,10120 
0.0000065200,10120 
0.0000065300,10120 
0.0000065400,10120 
0.0000065500,10120 
0.0000065600,10120 
0.0000065700,10120 
0.0000065800,10120 
0.0000065900,10120 
0.0000066000,10120 
0.0000066100,10120 
0.0000066200,10120 
0.0000066300,10120 
0.0000066400,10120 
0.0000066500,10120 
0.0000066600,10120 
0.0000066700,10120 
0.0000066800,10120 
0.0000066900,10120 
0.0000067000,10120 
0.0000067100,10120 
0.0000067200,10120 
0.0000067300,10120 
0.0000067400,10120 
0.0000067500,10120 
0.0000067600,10120 
0.0000067700,10120 
0.0000067800,10120 
0.0000067900,10120 
0.0000068000,10120 
0.0000068100,10120 
0.0000068200,10120 
0.0000068300,10120 
0.0000068400,10120 
0.0000068500,10120 
0.0000068600,10120 
0.0000068700,10120 
0.0000068800,10120 
0.0000068900,10120 
0.0000069000,10120 
0.0000069100,10120 
0.0000069200,10120 
0.0000069300,10120 
0.0000069400,10120 
0.0000069500,10120 
0.0000069600,10120 
0.0000069700,10120 
0.0000069800,10120 
0.0000069900,10120 
0.0000070000,10120 
0.0000070100,10120 
0.0000070200,10120 
0.0000070300,10120 
0.0000070400,10120 
0.0000070500,10120 
0.0000070600,10120 
0.0000070700,10120 
0.0000070800,10120 
0.0000070900,10120 
0.0000071000,10120 
0.0000071100,10120 
0.0000071200,10120 
0.0000071300,10120 
0.0000071400,10120 
0.0000071500,10120 
0.0000071600,10120 
0.0000071700,10120 
0.0000071800,10120 
0.0000071900,10120 
0.0000072000,10120 
0.0000072100,10120 
0.0000072200,10120 
0.0000072300,10120 
0.0000072400,10120 
0.0000072500,10120 
0.0000072600,10120 
0.0000072700,10120 
0.0000072800,10120 
0.0000072900,10120 
0.0000073000,10120 
0.0000073100,10120 
0.0000073200,10120 
0.0000073300,10120 
0.0000073400,10120 
0.0000073500,10120 
0.0000073600,10120 
0.0000073700,10120 
0.0000073800,10120 
0.0000073900,10120 
0.0000074000,10120 
0.0000074100,10120 
0.0000074200,10120 
0.0000074300,10120 
0.0000074400,10120 
0.0000074500,10120 
0.0000074600,10120 
0.0000074700,10120 
0.0000074800,10120 
0.0000074900,10120 
0.0000075000,10120 
0.0000075100,10120 
0.0000075200,10120 
0.0000075300,10120 
0.0000075400,10120 
0.0000075500,10120 
0.0000075600,10120 
0.0000075700,10120 
0.0000075800,10120 
0.0000075900,10120 
0.0000076000,10120 
0.0000076100,10120 
0.0000076200,10120 
0.0000076300,10120 
0.0000076400,10120 
0.0000076500,10120 
0.0000076600,10120 
0.0000076700,10120 
0.0000076800,10120 
0.0000076900,10120 
0.0000077000,10120 
0.0000077100,10120 
0.0000077200,10120 
0.0000077300,10120 
0.0000077400,10120 
0.0000077500,10120 
0.0000077600,10120 
0.0000077700,10120 
0.0000077800,10120 
0.0000077900,10120 
0.0000078000,10120 
0.0000078100,10120 
0.0000078200,10120 
0.0000078300,10120 
0.0000078400,10120 
0.0000078500,10120 
0.0000078600,10120 
0.0000078700,10120 
0.0000078800,10120 
0.0000078900,10120 
0.0000079000,10120 
0.0000079100,10120 
0.0000079200,10120 
0.0000079300,10120 
0.0000079400,10120 
0.0000079500,10120 
0.0000079600,10120 
0.0000079700,10120 
0.0000079800,10120 
0.0000079900,10120 
0.0000080000,10120 
0.0000080100,10120 
0.0000080200,10120 
0.0000080300,10120 
0.0000080400,10120 
0.0000080500,10120 
0.0000080600,10120 
0.0000080700,10120 
0.0000080800,10120 
0.0000080900,10120 
0.0000081000,10120 
0.0000081100,10120 
0.0000081200,10120 
0.0000081300,10120 
0.0000081400,10120 
0.0000081500,10120 
0.0000081600,10120 
0.0000081700,10120 
0.0000081800,10120 
0.0000081900,10120 
0.0000082000,10120 
0.0000082100,10120 
0.0000082200,10120 
0.0000082300,10120 
0.0000082400,10120 
0.0000082500,10120 
0.0000082600,10120 
0.0000082700,10120 
0.0000082800,10120 
0.0000082900,10120 
0.0000083000,10120 
0.0000083100,10120 
0.0000083200,10120 
0.0000083300,10120 
0.0000083400,10120 
0.0000083500,10120 
0.0000083600,10120 
0.0000083700,10120 
0.0000083800,10120 
0.0000083900,10120 
0.0000084000,10120 
0.0000084100,10120 
0.0000084200,10120 
0.0000084300,10120 
0.0000084400,10120 
0.0000084500,10120 
0.0000084600,10120 
0.0000084700,10120 
0.0000084800,10120 
0.0000084900,10120 
0.0000085000,10120 
0.0000085100,10120 
0.0000085200,10120 
0.0000085300,10120 
0.0000085400,10120 
0.0000085500,10120 
0.0000085600,10120 
0.0000085700,10120 
0.0000085800,10120 
0.0000085900,10120 
0.0000086000,10120 
0.0000086100,10120 
0.0000086200,10120 
0.0000086300,10120 
0.0000086400,10120 
0.0000086500,10120 
0.0000086600,10120 
0.0000086700,10120 
0.0000086800,10120 
0.0000086900,10120 
0.0000087000,10120 
0.0000087100,10120 
0.0000087200,10120 
0.0000087300,10120 
0.0000087400,10120 
0.0000087500,10120 
0.0000087600,10120 
0.0000087700,10120 
0.0000087800,10120 
0.0000087900,10120 
0.0000088000,10120 
0.0000088100,10120 
0.0000088200,10120 
0.0000088300,10120 
0.0000088400,10120 
0.0000088500,10120 
0.0000088600,10120 
0.0000088700,10120 
0.0000088800,10120 
0.0000088900,10120 
0.0000089000,10120 
0.0000089100,10120 
0.0000089200,10120 
0.0000089300,10120 
0.0000089400,10120 
0.0000089500,10120 
0.0000089600,10120 
0.0000089700,10120 
0.0000089800,10120 
0.0000089900,10120 
0.0000090000,10120 
0.0000090100,10120 
0.0000090200,10120 
0.0000090300,10120 
0.0000090400,10120 
0.0000090500,10120 
0.0000090600,10120 
0.0000090700,10120 
0.0000090800,10120 
0.0000090900,10120 
0.0000091000,10120 
0.0000091100,10120 
0.0000091200,10120 
0.0000091300,10120 
0.0000091400,10120 
0.0000091500,10120 
0.0000091600,10120 
0.0000091700,10120 
0.0000091800,10120 
0.0000091900,10120 
0.0000092000,10120 
0.0000092100,10120 
0.0000092200,10120 
0.0000092300,10120 
0.0000092400,10120 
0.0000092500,10120 
0.0000092600,10120 
0.0000092700,10120 
0.0000092800,10120 
0.0000092900,10120 
0.0000093000,10120 
0.0000093100,10120 
0.0000093200,10120 
0.0000093300,10120 
0.0000093400,10120 
0.0000093500,10120 
0.0000093600,10120 
0.0000093700,10120 
0.0000093800,10120 
0.0000093900,10120 
0.0000094000,10120 
0.0000094100,10120 
0.0000094200,10120 
0.0000094300,10120 
0.0000094400,10120 
0.0000094500,10120 
0.0000094600,10120 
0.0000094700,10120 
0.0000094800,10120 
0.0000094900,10120 
0.0000095000,10120 
0.0000095100,10120 
0.0000095200,10120 
0.0000095300,10120 
0.0000095400,10120 
0.0000095500,10120 
0.0000095600,10120 
0.0000095700,10120 
0.0000095800,10120 
0.0000095900,10120 
0.0000096000,10120 
0.0000096100,10120 
0.0000096200,10120 
0.0000096300,10120 
0.0000096400,10120 
0.0000096500,10120 
0.0000096600,10120 
0.0000096700,10120 
0.0000096800,10120 
0.0000096900,10120 
0.0000097000,10120 
0.0000097100,10120 
0.0000097200,10120 
0.0000097300,10120 
0.0000097400,10120 
0.0000097500,10120 
0.0000097600,10120 
0.0000097700,10120 
0.0000097800,10120 
0.0000097900,10120 
0.0000098000,10120 
0.0000098100,10120 
0.0000098200,10120 
0.0000098300,10120 
0.0000098400,10120 
0.0000098500,10120 
0.0000098600,10120 
0.0000098700,10120 
0.0000098800,10120 
0.0000098900,10120 
0.0000099000,10120 
0.0000099100,10120 
0.0000099200,10120 
0.0000099300,10120 
0.0000099400,10120 
0.0000099500,10120 
0.0000099600,10120 
0.0000099700,10120 
0.0000099800,10120 
0.0000099900,10120 
0.0000100000,10120 
0.0000100100,10120 
0.0000100200,10120 
0.0000100300,10120 
0.0000100400,10120 
0.0000100500,10120 
0.0000100600,10120 
0.0000100700,10120 
0.0000100800,10120 
0.0000100900,10120 
0.0000101000,10120 
0.0000101100,10120 
0.0000101200,10120 
0.0000101300,10120 
0.0000101400,10120 
0.0000101500,10120 
0.0000101600,10120 
0.0000101700,10120 
0.0000101800,10120 
0.0000101900,10120 
0.0000102000,10120 
0.0000102100,10120 
0.0000102200,10120 
0.0000102300,10120 
0.0000102400,10120 
0.0000102500,10120 
0.0000102600,10120 
0.0000102700,10120 
0.0000102800,10120 
0.0000102900,10120 
0.0000103000,10120 
0.0000103100,10120 
0.0000103200,10120 
0.0000103300,10120 
0.0000103400,10120 
0.0000103500,10120 
0.0000103600,10120 
0.0000103700,10120 
0.0000103800,10120 
0.0000103900,10120 
0.0000104000,10120 
0.0000104100,10120 
0.0000104200,10120 
0.0000104300,10120 
0.0000104400,10120 
0.0000104500,10120 
0.0000104600,10120 
0.0000104700,10120 
0.0000104800,10120 
0.0000104900,10120 
0.0000105000,10120 
0.0000105100,10120 
0.0000105200,10120 
0.0000105300,10120 
0.0000105400,10120 
0.0000105500,10120 
0.0000105600,10120 
0.0000105700,10120 
0.0000105800,10120 
0.0000105900,10120 
0.0000106000,10120 
0.0000106100,10120 
0.0000106200,10120 
0.0000106300,10120 
0.0000106400,10120 
0.0000106500,10120 
0.0000106600,10120 
0.0000106700,10120 
0.0000106800,10120 
0.0000106900,10120 
0.0000107000,10120 
0.0000107100,10120 
0.0000107200,10120 
0.0000107300,10120 
0.0000107400,10120 
0.0000107500,10120 
0.0000107600,10120 
0.0000107700,10120 
0.0000107800,10120 
0.0000107900,10120 
0.0000108000,10120 
0.0000108100,10120 
0.0000108200,10120 
0.0000108300,10120 
0.0000108400,10120 
0.0000108500,10120 
0.0000108600,10120 
0.0000108700,10120 
0.0000108800,10120 
0.0000108900,10120 
0.0000109000,10120 
0.0000109100,10120 
0.0000109200,10120 
0.0000109300,10120 
0.0000109400,10120 
0.0000109500,10120 
0.0000109600,10120 
0.0000109700,10120 
0.0000109800,10120 
0.0000109900,10120 
0.0000110000,10120 
0.0000110100,10120 
0.0000110200,10120 
0.0000110300,10120 
0.0000110400,10120 
0.0000110500,10120 
0.0000110600,10120 
0.0000110700,10120 
0.0000110800,10120 
0.0000110900,10120 
0.0000111000,10120 
0.0000111100,10120 
0.0000111200,10120 
0.0000111300,10120 
0.0000111400,10120 
0.0000111500,10120 
0.0000111600,10120 
0.0000111700,10120 
0.0000111800,10120 
0.0000111900,10120 
0.0000112000,10120 
0.0000112100,10120 
0.0000112200,10120 
0.0000112300,10120 
0.0000112400,10120 
0.0000112500,10120 
0.0000112600,10120 
0.0000112700,10120 
0.0000112800,10120 
0.0000112900,10120 
0.0000113000,10120 
0.0000113100,10120 
0.0000113200,10120 
0.0000113300,10120 
0.0000113400,10120 
0.0000113500,10120 
0.0000113600,10120 
0.0000113700,10120 
0.0000113800,10120 
0.0000113900,10120 
0.0000114000,10120 
0.0000114100,10120 
0.0000114200,10120 
0.0000114300,10120 
0.0000114400,10120 
0.0000114500,10120 
0.0000114600,10120 
0.0000114700,10120 
0.0000114800,10120 
0.0000114900,10120 
0.0000115000,10120 
0.0000115100,10120 
0.0000115200,10120 
0.0000115300,10120 
0.0000115400,10120 
0.0000115500,10120 
0.0000115600,10120 
0.0000115700,10120 
0.0000115800,10120 
0.0000115900,10120 
0.0000116000,10120 
0.0000116100,10120 
0.0000116200,10120 
0.0000116300,10120 
0.0000116400,10120 
0.0000116500,10120 
0.0000116600,10120 
0.0000116700,10120 
0.0000116800,10120 
0.0000116900,10120 
0.0000117000,10120 
0.0000117100,10120 
0.0000117200,10120 
0.0000117300,10120 
0.0000117400,10120 
0.0000117500,10120 
0.0000117600,10120 
0.0000117700,10120 
0.0000117800,10120 
0.0000117900,10120 
0.0000118000,10120 
0.0000118100,10120 
0.0000118200,10120 
0.0000118300,10120 
0.0000118400,10120 
0.0000118500,10120 
0.0000118600,10120 
0.0000118700,10120 
0.0000118800,10120 
0.0000118900,10120 
0.0000119000,10120 
0.0000119100,10120 
0.0000119200,10120 
0.0000119300,10120 
0.0000119400,10120 
0.0000119500,10120 
0.0000119600,10120 
0.0000119700,10120 
0.0000119800,10120 
0.0000119900,10120 
0.0000120000,10120 
0.0000120100,10120 
0.0000120200,10120 
0.0000120300,10120 
0.0000120400,10120 
0.0000120500,10120 
0.0000120600,10120 
0.0000120700,10120 
0.0000120800,10120 
0.0000120900,10120 
0.0000121000,10120 
0.0000121100,10120 
0.0000121200,10120 
0.0000121300,10120 
0.0000121400,10120 
0.0000121500,10120 
0.0000121600,10120 
0.0000121700,10120 
0.0000121800,10120 
0.0000121900,10120 
0.0000122000,10120 
0.0000122100,10120 
0.0000122200,10120 
0.0000122300,10120 
0.0000122400,10120 
0.0000122500,10120 
0.0000122600,10120 
0.0000122700,10120 
0.0000122800,10120 
0.0000122900,10120 
0.0000123000,10120 
0.0000123100,10120 
0.0000123200,10120 
0.0000123300,10120 
0.0000123400,10120 
0.0000123500,10120 
0.0000123600,10120 
0.0000123700,10120 
0.0000123800,10120 
0.0000123900,10120 
0.0000124000,10120 
0.0000124100,10120 
0.0000124200,10120 
0.0000124300,10120 
0.0000124400,10120 
0.0000124500,10120 
0.0000124600,10120 
0.0000124700,10120 
0.0000124800,10120 
0.0000124900,10120 
0.0000125000,10120 
0.0000125100,10120 
0.0000125200,10120 
0.0000125300,10120 
0.0000125400,10120 
0.0000125500,10120 
0.0000125600,10120 
0.0000125700,10120 
0.0000125800,10120 
0.0000125900,10120 
0.0000126000,10120 
0.0000126100,10120 
0.0000126200,10120 
0.0000126300,10120 
0.0000126400,10120 
0.0000126500,10120 
0.0000126600,10120 
0.0000126700,10120 
0.0000126800,10120 
0.0000126900,10120 
0.0000127000,10120 
